"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"
"31"	"b"	-0.195572238681934	2.01505552580742	"u"	"g"	"aa"	"v"	0.841650368760551	"t"	"t"	0.534655986234733	"t"	"g"	-0.0930229938874538	-0.195271683820164	"+"
"32"	"b"	0.880080051348081	1.01066901809739	"u"	"g"	"x"	"h"	1.7142002995428	"t"	"t"	1.1515667395825	"f"	"g"	-1.06886354293592	-0.195271683820164	"+"
"33"	"b"	1.51281669254221	0.567734568197264	"u"	"g"	"i"	"bb"	1.60214337350056	"t"	"t"	2.59102516406063	"t"	"g"	-1.06886354293592	0.764402316002577	"+"
"34"	"a"	0.437164402512192	0.0735764064039293	"u"	"g"	"e"	"v"	0.829697629982712	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	0.572467516038029	"+"
"35"	"a"	-0.758286024917243	1.20351122757771	"u"	"g"	"q"	"v"	-0.540385052427084	"t"	"t"	0.534655986234733	"t"	"g"	-1.06886354293592	-0.0877881958400168	"+"
"36"	"b"	-0.315370376081355	-0.654603811685843	"u"	"g"	"w"	"v"	-0.0667577783552132	"t"	"t"	1.76847749293027	"t"	"g"	1.45205787543928	-0.188553965821405	"+"
"37"	"b"	-0.364302009667034	-0.637529241054772	"u"	"g"	"cc"	"h"	-0.116062825813799	"t"	"t"	1.97411441071286	"t"	"g"	2.31753550525012	-0.0584221714454409	"+"
"38"	"a"	-0.722852773010372	1.40438852911972	"u"	"g"	"x"	"h"	-0.514985482524176	"t"	"t"	-0.0822547671130358	"t"	"g"	0.673708866079197	-0.0895156090396977	"+"
"39"	"b"	-0.322119566920759	-0.838406542596778	"y"	"p"	"cc"	"v"	-0.58969009988567	"t"	"t"	-0.0822547671130358	"f"	"g"	0.441365878210515	-0.0993042838378897	"+"
"40"	"b"	1.94139031084436	0.935340030019135	"u"	"g"	"ff"	"ff"	3.64307351981657	"t"	"t"	1.76847749293027	"t"	"g"	-0.894606302034407	-0.137691243830799	"+"
"41"	"b"	0.219502997941413	0.886125091141344	"u"	"g"	"c"	"v"	0.680288395259725	"t"	"t"	1.97411441071286	"t"	"g"	-1.06886354293592	-0.152854093027999	"+"
"42"	"b"	-0.223412650894475	2.05723975913124	"u"	"g"	"c"	"h"	0.929801817247114	"t"	"t"	1.76847749293027	"f"	"g"	-1.06886354293592	0.2429154644989	"+"
"43"	"b"	-0.160138986775062	-0.671678382316913	"u"	"g"	"w"	"h"	-0.440280865162682	"t"	"t"	-0.287891684895625	"f"	"g"	0.325194384276174	-0.176078203823709	"+"
"44"	"b"	0.675917028456109	1.83928788695816	"u"	"g"	"w"	"v"	1.91291458172437	"t"	"t"	0.740292904017322	"t"	"g"	-0.662263314165725	-0.195271683820164	"+"
"45"	"b"	2.09662170015065	4.66864467917732	"y"	"p"	"c"	"v"	7.85193166196313	"t"	"t"	7.73194810862537	"f"	"g"	-1.06886354293592	-0.192392661820696	"+"
"46"	"b"	1.92029908947122	0.400002021409689	"u"	"g"	"c"	"h"	0.120003765048521	"t"	"t"	1.76847749293027	"t"	"g"	-1.06886354293592	-0.140762200630232	"+"
"47"	"a"	0.79571516585553	-0.546130068853159	"y"	"p"	"q"	"h"	-0.627042408566416	"t"	"t"	4.23612050632134	"t"	"g"	1.57403794407034	0.0419597289360178	"+"
"48"	"b"	0.0296820055831754	-0.0600069991215048	"u"	"g"	"cc"	"h"	1.14046883820653	"t"	"t"	0.123382150669554	"f"	"g"	0.737603187743085	-0.137691243830799	"+"
"49"	"b"	0.837897608601805	-0.646568719624162	"u"	"g"	"i"	"bb"	0.381469925813749	"f"	"f"	-0.493528602678215	"f"	"g"	0.185788591554965	-0.195271683820164	"+"
"50"	"b"	-0.645237078357226	-0.822336358473418	"u"	"g"	"c"	"v"	-0.615089669788577	"f"	"f"	-0.493528602678215	"f"	"g"	-0.488006073264213	-0.195271683820164	"+"
"51"	"a"	-0.490849337905859	-0.855481113227849	"u"	"g"	"c"	"h"	-0.402928556481935	"t"	"f"	-0.493528602678215	"t"	"g"	1.78314663315215	-0.195271683820164	"+"
"52"	"b"	-0.469758116532721	-0.755042462456846	"u"	"g"	"q"	"v"	-0.141462395716707	"t"	"f"	-0.493528602678215	"t"	"g"	0.557537372144856	-0.195271683820164	"+"
"53"	"b"	0.493688875792201	-0.546130068853159	"u"	"g"	"w"	"v"	-0.652441978469324	"t"	"f"	-0.493528602678215	"t"	"g"	1.2545663357509	0.917950155974216	"+"
"54"	"b"	0.282776662060826	-0.453726510143837	"u"	"g"	"w"	"v"	-0.664394717247163	"t"	"f"	-0.493528602678215	"t"	"g"	0.319385809579457	-0.156884723827254	"+"
"55"	"b"	0.226252188780817	-0.353287859372834	"u"	"g"	"cc"	"h"	1.55134423369474	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"56"	"b"	-0.69501236079783	1.37927886642697	"y"	"p"	"w"	"v"	-0.414881295259774	"t"	"f"	-0.493528602678215	"t"	"g"	-0.13949159146119	-0.137691243830799	"+"
"57"	"b"	-0.708510742476638	-0.955919763998852	"u"	"g"	"cc"	"v"	-0.638995147344255	"t"	"f"	-0.493528602678215	"f"	"g"	-1.06886354293592	-0.195271683820164	"+"
"58"	"b"	1.07665023454572	-0.855481113227849	"u"	"g"	"i"	"h"	0.829697629982712	"t"	"f"	-0.493528602678215	"t"	"g"	0.789880360013538	-0.195271683820164	"+"
"59"	"b"	0.303867883433963	-0.0519719070598245	"u"	"g"	"x"	"h"	1.05381148206719	"f"	"f"	-0.493528602678215	"t"	"s"	3.06103306642991	-0.195271683820164	"+"
"60"	"b"	0.985536158213768	-0.353287859372834	"u"	"g"	"q"	"h"	1.12851609942869	"t"	"t"	1.76847749293027	"f"	"g"	-0.604177567198555	-0.195271683820164	"+"
"61"	"b"	2.12446211236319	1.50482717989072	"u"	"g"	"m"	"v"	-0.290871630439694	"t"	"t"	0.329019068452143	"t"	"g"	0.0928513964074919	-0.195271683820164	"+"
"62"	"b"	0.00859078421003792	2.29126181542768	"u"	"g"	"d"	"v"	0.232060691090762	"t"	"t"	1.35720365736509	"f"	"g"	0.383280131243345	-0.0551592798460436	"+"
"63"	"a"	-0.687419521103501	-0.797226695780667	"y"	"p"	"q"	"v"	-0.216167013078201	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.604177567198555	-0.118497763834344	"+"
"64"	"a"	-0.940514177581151	-0.788187217211277	"u"	"g"	"q"	"v"	-0.190767443175293	"t"	"t"	-0.287891684895625	"f"	"g"	-1.06886354293592	-0.195271683820164	"+"
"65"	"b"	-0.413233643252713	-0.102191232445326	"u"	"g"	"cc"	"v"	0.61753651667607	"t"	"t"	-0.287891684895625	"t"	"g"	-0.371834579329872	-0.195271683820164	"+"
"66"	"b"	0.219502997941413	-0.646568719624162	"u"	"g"	"cc"	"v"	-0.204214274300362	"t"	"t"	-0.287891684895625	"t"	"g"	1.95159529935695	9.40146831440725	"+"
"67"	"a"	0.37389073839278	-0.755042462456846	"u"	"g"	"c"	"v"	-0.0667577783552132	"t"	"t"	1.76847749293027	"f"	"g"	-1.06886354293592	-0.10774941503633	"+"
"68"	"b"	-0.511940559278996	-0.880590775920599	"u"	"g"	"m"	"v"	-0.58969009988567	"t"	"t"	0.123382150669554	"f"	"g"	0.441365878210515	2.70447927404423	"+"
"69"	"b"	-1.0248790630737	0.349782696024188	"u"	"g"	"w"	"h"	-0.22811975185604	"t"	"t"	0.945929821799912	"f"	"g"	-0.604177567198555	0.371703715275112	"+"
"70"	"b"	0.303867883433963	4.09112243724405	"u"	"g"	"x"	"h"	-0.178814704397454	"t"	"t"	-0.287891684895625	"t"	"g"	1.92255242587336	-0.0993042838378897	"+"
"71"	"b"	0.0642716086351207	0.550659997566194	"u"	"g"	"e"	"bb"	-0.190767443175293	"t"	"f"	-0.493528602678215	"t"	"s"	1.37073782968524	-0.195271683820164	"-"
"72"	"b"	0.275183822366496	-0.152410557830828	"u"	"g"	"d"	"bb"	3.07083615082753	"t"	"f"	-0.493528602678215	"t"	"g"	-2.64143395575823e-15	-0.195271683820164	"-"
"73"	"a"	0.591552142963559	0.0484667437111785	"u"	"g"	"cc"	"v"	3.3696546202735	"t"	"f"	-0.493528602678215	"t"	"g"	4.62353965984679	-0.195271683820164	"-"
"74"	"b"	1.06990104370632	-0.855481113227849	"u"	"g"	"m"	"v"	2.54790382929707	"t"	"f"	-0.493528602678215	"f"	"s"	1.2545663357509	-0.195271683820164	"-"
"75"	"b"	1.118832677292	0.450221346795191	"y"	"p"	"c"	"v"	-0.178814704397454	"f"	"f"	-0.493528602678215	"f"	"g"	-0.13949159146119	-0.194887814220235	"-"
"76"	"b"	-0.919422956208013	0.10672116115836	"u"	"g"	"q"	"v"	-0.552337791204923	"t"	"t"	-0.287891684895625	"f"	"g"	-0.13949159146119	-0.195271683820164	"-"
"77"	"b"	0.211910158247083	0.349782696024188	"u"	"g"	"aa"	"v"	-0.627042408566416	"t"	"f"	-0.493528602678215	"t"	"g"	1.50433504770974	-0.195271683820164	"-"
"78"	"a"	-1.04597028444684	-0.838406542596778	"y"	"p"	"aa"	"v"	-0.489585912621268	"t"	"f"	-0.493528602678215	"t"	"g"	-0.13949159146119	-0.195271683820164	"-"
"79"	"b"	-0.835058070715463	-0.721897707702415	"y"	"p"	"k"	"v"	0.0826514563677744	"t"	"t"	-0.287891684895625	"f"	"g"	-0.0233200975268492	-0.191432987820873	"-"
"80"	"b"	-0.849400101249197	1.00263392603571	"u"	"g"	"c"	"v"	-0.58969009988567	"t"	"f"	-0.493528602678215	"f"	"g"	-0.255663085395531	-0.195271683820164	"-"
"81"	"b"	1.51956588338161	2.86074896529926	"u"	"g"	"ff"	"ff"	-0.664394717247163	"t"	"t"	-0.287891684895625	"f"	"g"	-0.522857521444516	-0.195271683820164	"-"
"82"	"a"	-0.328868757760163	-0.654603811685843	"u"	"g"	"m"	"v"	-0.0667577783552132	"t"	"f"	-0.493528602678215	"f"	"s"	1.06869194545596	-0.195271683820164	"-"
"83"	"b"	0.697008249829247	-0.855481113227849	"u"	"g"	"m"	"v"	-0.58969009988567	"t"	"f"	-0.493528602678215	"f"	"s"	0.604005969718593	-0.195271683820164	"-"
"84"	"a"	-2.39779426159857e-15	-0.252849208601831	"u"	"g"	"d"	"v"	0.232060691090762	"t"	"f"	-0.493528602678215	"t"	"g"	0.673708866079197	-0.195271683820164	"-"
"85"	"b"	-0.364302009667034	-0.830371450535098	"u"	"g"	"aa"	"v"	-0.528432313649245	"t"	"f"	-0.493528602678215	"t"	"g"	0.0928513964074919	-0.195271683820164	"-"
"86"	"b"	0.472597654419064	-0.152410557830828	"u"	"g"	"c"	"bb"	0.829697629982712	"t"	"f"	-0.493528602678215	"t"	"s"	0.557537372144856	-0.195271683820164	"-"
"87"	"b"	-2.39779426159857e-15	-0.880590775920599	"u"	"g"	"d"	"v"	-0.402928556481935	"t"	"f"	-0.493528602678215	"t"	"s"	4.32149377561751	-0.195271683820164	"-"
"88"	"b"	-0.497598528745263	-0.511980927591018	"y"	"p"	"aa"	"v"	0.530879160536737	"t"	"f"	-0.493528602678215	"f"	"g"	0.0231485000468872	-0.195271683820164	"-"
"89"	"b"	0.20516096740768	-0.0519719070598245	"u"	"g"	"aa"	"v"	-0.365576247801188	"t"	"f"	-0.493528602678215	"t"	"g"	0.325194384276174	-0.195271683820164	"-"
"90"	"a"	1.47063424979593	-0.654603811685843	"u"	"g"	"j"	"j"	-0.664394717247163	"t"	"f"	-0.493528602678215	"t"	"g"	-0.488006073264213	-0.190089444221121	"-"
"91"	"b"	2.60956020394536	1.60526583066173	"y"	"p"	"c"	"h"	0.829697629982712	"t"	"f"	-0.493528602678215	"f"	"g"	-0.418303176903609	-0.195271683820164	"-"
"92"	"b"	-0.0125004371630996	2.15767840990224	"u"	"g"	"c"	"v"	-0.514985482524176	"t"	"f"	-0.493528602678215	"f"	"g"	-0.371834579329872	-0.195271683820164	"-"
"93"	"b"	-2.39779426159857e-15	0.0484667437111785	"y"	"p"	"aa"	"v"	1.87556227304362	"t"	"f"	-0.493528602678215	"f"	"g"	-1.06886354293592	-0.195271683820164	"-"
"94"	"b"	1.75156931848612	-0.679713474378593	"y"	"p"	"c"	"h"	2.16242800371176	"t"	"f"	-0.493528602678215	"t"	"g"	0.0928513964074919	-0.176078203823709	"-"
"95"	"b"	-0.237754681428209	-0.654603811685843	"y"	"p"	"c"	"v"	-0.216167013078201	"t"	"f"	-0.493528602678215	"t"	"g"	-1.06886354293592	-0.15208635382814	"-"
"96"	"a"	-0.252096711961942	-0.24481411654015	"u"	"g"	"i"	"bb"	-0.514985482524176	"t"	"f"	-0.493528602678215	"t"	"g"	-0.0755972697973027	-0.195271683820164	"-"
"97"	"b"	-0.722852773010372	-0.830371450535098	"y"	"p"	"aa"	"v"	-0.627042408566416	"t"	"f"	-0.493528602678215	"f"	"g"	-0.0233200975268492	-0.195079749020199	"-"
"98"	"b"	-2.39779426159857e-15	-0.855481113227849	"u"	"g"	"c"	"bb"	-0.414881295259774	"t"	"f"	-0.493528602678215	"t"	"s"	0.789880360013538	-0.195271683820164	"-"
"99"	"a"	-0.765035215756647	1.25373055296321	"y"	"p"	"q"	"v"	0.232060691090762	"t"	"f"	-0.493528602678215	"t"	"g"	0.487834475784251	-0.195271683820164	"-"
"100"	"a"	-0.258845902801346	-0.755042462456846	"u"	"g"	"q"	"v"	-0.365576247801188	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.0988315685841709	-0.0993042838378897	"-"
"101"	"b"	0.500438066631605	-0.604384486300341	"y"	"p"	"c"	"bb"	-0.58969009988567	"t"	"f"	-0.493528602678215	"t"	"g"	-0.116257292674322	-0.118497763834344	"-"
"102"	"b"	0.310617074273367	2.35855571144425	"y"	"p"	"c"	"v"	0.530879160536737	"t"	"f"	-0.493528602678215	"f"	"g"	-0.604177567198555	-0.195271683820164	"-"
"103"	"b"	-1.08815272719311	0.0484667437111785	"u"	"g"	"q"	"v"	-0.552337791204923	"t"	"t"	-0.0822547671130358	"f"	"g"	-1.06886354293592	-0.187978161421511	"-"
"104"	"b"	-0.554123002025272	1.45460785450522	"u"	"g"	"k"	"v"	0.00794683900628061	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.371834579329872	-0.194312009820341	"-"
"105"	"b"	-0.315370376081355	-0.152410557830828	"y"	"p"	"i"	"h"	1.05381148206719	"t"	"t"	-0.0822547671130358	"t"	"g"	-0.63322044068214	-0.195271683820164	"-"
"106"	"b"	1.9624815322175	2.15767840990224	"u"	"g"	"e"	"z"	-0.664394717247163	"t"	"t"	3.61920975297358	"f"	"g"	-0.185960189034927	-0.170320159824772	"-"
"107"	"b"	-0.237754681428209	-0.721897707702415	"u"	"g"	"k"	"v"	-0.514985482524176	"t"	"f"	-0.493528602678215	"f"	"s"	0.557537372144856	-0.195271683820164	"-"
"108"	"a"	-0.554123002025272	1.25373055296321	"y"	"p"	"aa"	"v"	0.680288395259725	"t"	"f"	-0.493528602678215	"f"	"g"	-0.371834579329872	-0.195271683820164	"-"
"109"	"b"	0.788965975016127	-0.503945835529338	"y"	"p"	"x"	"h"	2.32378997721259	"t"	"f"	-0.493528602678215	"t"	"g"	-0.0465543963137174	-0.195271683820164	"-"
"110"	"a"	-0.99703865086116	-0.805261787842347	"u"	"g"	"c"	"v"	-0.426834034037613	"t"	"t"	0.534655986234733	"t"	"g"	-0.255663085395531	-0.194312009820341	"-"
"111"	"b"	-0.202321429521337	-0.252849208601831	"u"	"g"	"w"	"v"	0.381469925813749	"t"	"t"	0.123382150669554	"t"	"g"	0.842157532283992	-0.195271683820164	"-"
"112"	"a"	-0.596305444771547	-0.747007370395165	"y"	"p"	"ff"	"ff"	-0.514985482524176	"t"	"t"	0.123382150669554	"f"	"g"	-0.0233200975268492	-0.167057268225375	"-"
"113"	"b"	-0.589556253932143	1.55504650527622	"u"	"g"	"w"	"v"	-0.402928556481935	"t"	"f"	-0.493528602678215	"t"	"g"	0.441365878210515	-0.195271683820164	"-"
"114"	"a"	0.184069746034542	-0.805261787842347	"u"	"g"	"k"	"bb"	-0.365576247801188	"t"	"t"	0.123382150669554	"t"	"g"	0.162554292768096	-0.195271683820164	"-"
"115"	"b"	-0.919422956208013	-0.704823137071344	"y"	"p"	"c"	"h"	-0.253519321758948	"t"	"t"	0.123382150669554	"t"	"g"	-0.255663085395531	-0.154965375827609	"-"
"116"	"a"	-0.5186897501184	-0.729932799764095	"u"	"g"	"q"	"v"	-0.278918891661855	"t"	"t"	-0.0822547671130358	"f"	"g"	0.0928513964074919	-0.195271683820164	"-"
"117"	"b"	0.521529288004743	0.450221346795191	"u"	"g"	"q"	"h"	2.77201768138155	"t"	"t"	0.945929821799912	"t"	"g"	0.673708866079197	-0.194312009820341	"-"
"118"	"b"	1.76591134901986	0.349782696024188	"u"	"g"	"k"	"v"	1.21517345556802	"t"	"t"	2.59102516406063	"f"	"g"	-1.06886354293592	1.95478194538271	"+"
"119"	"b"	2.21557618869515	0.458256438856871	"u"	"g"	"m"	"v"	3.51906385499649	"t"	"t"	0.740292904017322	"t"	"g"	1.02222334788222	0.0603854697326145	"+"
"120"	"a"	-0.91267376536861	1.12014714743778	"u"	"g"	"cc"	"h"	-0.564290529982762	"t"	"t"	-0.287891684895625	"t"	"g"	-0.604177567198555	-0.185674943821936	"+"
"121"	"b"	0.704601089523576	0.291528278577006	"u"	"g"	"q"	"v"	-0.652441978469324	"t"	"t"	-0.287891684895625	"f"	"g"	0.0928513964074919	-0.137691243830799	"+"
"122"	"b"	-0.497598528745263	1.55504650527622	"u"	"g"	"cc"	"v"	-0.302824369217533	"t"	"t"	13.2841448887553	"t"	"g"	-0.255663085395531	-0.14575250542931	"+"
"123"	"a"	-0.575214223398409	1.55504650527622	"u"	"g"	"aa"	"v"	-0.216167013078201	"t"	"t"	1.97411441071286	"t"	"g"	-0.371834579329872	-0.0864446522402649	"+"
"124"	"a"	1.06315185286691	0.382927450778619	"u"	"g"	"q"	"v"	1.5393914949169	"t"	"t"	0.123382150669554	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"125"	"a"	-0.680670330264097	0.851975949879203	"u"	"g"	"q"	"v"	1.87556227304362	"t"	"t"	0.534655986234733	"t"	"g"	-0.371834579329872	-0.195271683820164	"+"
"126"	"b"	0.282776662060826	0.0484667437111785	"u"	"g"	"x"	"h"	1.57674380359765	"t"	"t"	0.740292904017322	"t"	"g"	-1.06886354293592	-0.00333688385561554	"+"
"127"	"b"	1.35842895209084	-0.453726510143837	"u"	"g"	"m"	"bb"	0.0826514563677744	"t"	"t"	1.97411441071286	"t"	"g"	1.31265208271807	0.286484664090852	"+"
"128"	"b"	-0.743943994383509	1.25373055296321	"u"	"g"	"q"	"v"	0.0826514563677744	"t"	"t"	0.945929821799912	"t"	"g"	-0.488006073264213	-0.0399964306488443	"+"
"129"	"b"	0.240594219314551	-0.102191232445326	"u"	"g"	"i"	"bb"	0.306765308452256	"t"	"t"	-0.0822547671130358	"f"	"g"	0.522685923964554	-0.0781914558417894	"+"
"130"	"a"	-0.26559509364075	-0.252849208601831	"u"	"g"	"w"	"v"	-0.414881295259774	"t"	"f"	-0.493528602678215	"f"	"s"	0.557537372144856	-0.195271683820164	"+"
"131"	"b"	3.05247585278125	0.148905394482182	"u"	"g"	"e"	"z"	3.22024538555051	"t"	"t"	-0.287891684895625	"t"	"g"	-1.06886354293592	-0.195271683820164	"+"
"132"	"b"	-0.940514177581151	-0.587309915669271	"u"	"g"	"c"	"v"	0.00794683900628061	"t"	"t"	-0.287891684895625	"f"	"g"	-0.488006073264213	-0.166481463825482	"+"
"133"	"a"	1.3373377307177	0.651098648337197	"u"	"g"	"e"	"bb"	1.27792533415167	"t"	"t"	0.740292904017322	"f"	"g"	1.10935196833298	9.61259659436825	"+"
"134"	"b"	0.394981959765917	0.0484667437111785	"u"	"g"	"c"	"bb"	0.0826514563677744	"t"	"t"	0.740292904017322	"f"	"g"	-1.06886354293592	-0.124831612233175	"+"
"135"	"b"	0.092955669702588	0.148905394482182	"u"	"g"	"q"	"h"	0.9791068647057	"t"	"t"	1.97411441071286	"t"	"g"	1.30103493332464	-0.00333688385561554	"+"
"136"	"b"	1.43520099788906	0.349782696024188	"u"	"g"	"q"	"h"	1.12851609942869	"t"	"f"	-0.493528602678215	"t"	"g"	0.96413760091505	-0.195271683820164	"+"
"137"	"b"	0.704601089523576	-0.847446021166169	"y"	"p"	"aa"	"v"	-0.514985482524176	"t"	"t"	0.123382150669554	"f"	"g"	0.0928513964074919	-0.00333688385561554	"+"
"138"	"b"	0.169727715500808	-0.403507184758335	"u"	"g"	"m"	"v"	0.605583777898231	"t"	"t"	0.740292904017322	"f"	"g"	0.11608569519436	-0.195271683820164	"+"
"139"	"a"	-1.07465434551431	0.952414600650206	"u"	"g"	"w"	"v"	-0.178814704397454	"t"	"t"	0.740292904017322	"t"	"g"	-0.836520555067237	-0.0801108038414348	"+"
"140"	"a"	-0.392142421879575	1.75592380681823	"u"	"g"	"q"	"h"	0.829697629982712	"t"	"t"	-0.0822547671130358	"f"	"g"	-1.06886354293592	0.764402316002577	"+"
"141"	"a"	-0.0268424676968333	-0.202629883216329	"u"	"g"	"cc"	"h"	-0.477633173843429	"t"	"t"	1.35720365736509	"t"	"g"	-0.0175115228301321	-0.195271683820164	"+"
"142"	"a"	2.10337089099006	2.25811706067325	"u"	"g"	"j"	"ff"	-0.664394717247163	"t"	"t"	2.59102516406063	"f"	"g"	-1.06886354293592	-0.14786378822892	"+"
"143"	"b"	0.964444936840631	-0.89766534655167	"y"	"p"	"cc"	"h"	-0.141462395716707	"t"	"t"	1.1515667395825	"f"	"g"	-0.488006073264213	-0.123296133833458	"+"
