"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"
"79"	"b"	0.119097744360902	0.0416071428571429	"y"	"p"	"k"	"v"	0.087719298245614	"t"	"t"	0.0149253731343284	"f"	"g"	0.09	2e-04	"-"
"80"	"b"	0.116541353383459	0.348214285714286	"u"	"g"	"c"	"v"	0.0087719298245614	"t"	"f"	0	"f"	"g"	0.07	0	"-"
"81"	"b"	0.538796992481203	0.678571428571429	"u"	"g"	"ff"	"ff"	0	"t"	"t"	0.0149253731343284	"f"	"g"	0.047	0	"-"
"82"	"a"	0.209323308270677	0.0535714285714286	"u"	"g"	"m"	"v"	0.0701754385964912	"t"	"f"	0	"f"	"s"	0.184	0	"-"
"83"	"b"	0.39218045112782	0.0178571428571429	"u"	"g"	"m"	"v"	0.0087719298245614	"t"	"f"	0	"f"	"s"	0.144	0	"-"
"84"	"a"	0.26794242242775	0.125	"u"	"g"	"d"	"v"	0.105263157894737	"t"	"f"	0	"t"	"g"	0.15	0	"-"
"85"	"b"	0.203007518796992	0.0223214285714286	"u"	"g"	"aa"	"v"	0.0159649122807018	"t"	"f"	0	"t"	"g"	0.1	0	"-"
"86"	"b"	0.35218045112782	0.142857142857143	"u"	"g"	"c"	"bb"	0.175438596491228	"t"	"f"	0	"t"	"s"	0.14	0	"-"
"87"	"b"	0.26794242242775	0.0133928571428571	"u"	"g"	"d"	"v"	0.0307017543859649	"t"	"f"	0	"t"	"s"	0.464	0	"-"
"88"	"b"	0.179248120300752	0.0789285714285714	"y"	"p"	"aa"	"v"	0.140350877192982	"t"	"f"	0	"f"	"g"	0.094	0	"-"
"89"	"b"	0.304511278195489	0.160714285714286	"u"	"g"	"aa"	"v"	0.0350877192982456	"t"	"f"	0	"t"	"g"	0.12	0	"-"
"90"	"a"	0.530075187969925	0.0535714285714286	"u"	"g"	"j"	"j"	0	"t"	"f"	0	"t"	"g"	0.05	0.00027	"-"
"91"	"b"	0.733082706766917	0.455357142857143	"y"	"p"	"c"	"h"	0.175438596491228	"t"	"f"	0	"f"	"g"	0.056	0	"-"
"92"	"b"	0.265714285714286	0.553571428571429	"u"	"g"	"c"	"v"	0.0175438596491228	"t"	"f"	0	"f"	"g"	0.06	0	"-"
"93"	"b"	0.26794242242775	0.178571428571429	"y"	"p"	"aa"	"v"	0.298245614035088	"t"	"f"	0	"f"	"g"	0	0	"-"
"94"	"b"	0.58015037593985	0.0491071428571429	"y"	"p"	"c"	"h"	0.331929824561404	"t"	"f"	0	"t"	"g"	0.1	0.001	"-"
"95"	"b"	0.225563909774436	0.0535714285714286	"y"	"p"	"c"	"v"	0.0526315789473684	"t"	"f"	0	"t"	"g"	0	0.00225	"-"
"96"	"a"	0.223007518796992	0.126428571428571	"u"	"g"	"i"	"bb"	0.0175438596491228	"t"	"f"	0	"t"	"g"	0.0855	0	"-"
"97"	"b"	0.139097744360902	0.0223214285714286	"y"	"p"	"aa"	"v"	0.0043859649122807	"t"	"f"	0	"f"	"g"	0.09	1e-05	"-"
"98"	"b"	0.26794242242775	0.0178571428571429	"u"	"g"	"c"	"bb"	0.0292982456140351	"t"	"f"	0	"t"	"s"	0.16	0	"-"
"99"	"a"	0.131578947368421	0.392857142857143	"y"	"p"	"q"	"v"	0.105263157894737	"t"	"f"	0	"t"	"g"	0.134	0	"-"
"100"	"a"	0.221804511278195	0.0357142857142857	"u"	"g"	"q"	"v"	0.0350877192982456	"t"	"t"	0.0298507462686567	"t"	"g"	0.0835	0.005	"-"
"101"	"b"	0.357142857142857	0.0625	"y"	"p"	"c"	"bb"	0.0087719298245614	"t"	"f"	0	"t"	"g"	0.082	0.004	"-"
"102"	"b"	0.323308270676692	0.589285714285714	"y"	"p"	"c"	"v"	0.140350877192982	"t"	"f"	0	"f"	"g"	0.04	0	"-"
"103"	"b"	0.0739849624060151	0.178571428571429	"u"	"g"	"q"	"v"	0.0131578947368421	"t"	"t"	0.0298507462686567	"f"	"g"	0	0.00038	"-"
"104"	"b"	0.169172932330827	0.428571428571429	"u"	"g"	"k"	"v"	0.0789473684210526	"t"	"t"	0.0298507462686567	"t"	"g"	0.06	5e-05	"-"
"105"	"b"	0.211729323308271	0.142857142857143	"y"	"p"	"i"	"h"	0.201754385964912	"t"	"t"	0.0298507462686567	"t"	"g"	0.0375	0	"-"
"106"	"b"	0.617744360902256	0.553571428571429	"u"	"g"	"e"	"z"	0	"t"	"t"	0.298507462686567	"f"	"g"	0.076	0.0013	"-"
"107"	"b"	0.225563909774436	0.0416071428571429	"u"	"g"	"k"	"v"	0.0175438596491228	"t"	"f"	0	"f"	"s"	0.14	0	"-"
"108"	"a"	0.169172932330827	0.392857142857143	"y"	"p"	"aa"	"v"	0.157894736842105	"t"	"f"	0	"f"	"g"	0.06	0	"-"
"109"	"b"	0.408571428571429	0.0803571428571429	"y"	"p"	"x"	"h"	0.350877192982456	"t"	"f"	0	"t"	"g"	0.088	0	"-"
"110"	"a"	0.0902255639097744	0.0267857142857143	"u"	"g"	"c"	"v"	0.0278947368421053	"t"	"t"	0.0746268656716418	"t"	"g"	0.07	5e-05	"-"
"111"	"b"	0.23187969924812	0.125	"u"	"g"	"w"	"v"	0.12280701754386	"t"	"t"	0.0447761194029851	"t"	"g"	0.1645	0	"-"
"112"	"a"	0.161654135338346	0.0371428571428571	"y"	"p"	"ff"	"ff"	0.0175438596491228	"t"	"t"	0.0447761194029851	"f"	"g"	0.09	0.00147	"-"
"113"	"b"	0.162857142857143	0.446428571428571	"u"	"g"	"w"	"v"	0.0307017543859649	"t"	"f"	0	"t"	"g"	0.13	0	"-"
"114"	"a"	0.300751879699248	0.0267857142857143	"u"	"g"	"k"	"bb"	0.0350877192982456	"t"	"t"	0.0447761194029851	"t"	"g"	0.106	0	"-"
"115"	"b"	0.10406015037594	0.0446428571428571	"y"	"p"	"c"	"h"	0.0482456140350877	"t"	"t"	0.0447761194029851	"t"	"g"	0.07	0.0021	"-"
"116"	"a"	0.175488721804511	0.0401785714285714	"u"	"g"	"q"	"v"	0.0452631578947368	"t"	"t"	0.0298507462686567	"f"	"g"	0.1	0	"-"
"117"	"b"	0.360902255639098	0.25	"u"	"g"	"q"	"h"	0.403508771929825	"t"	"t"	0.104477611940299	"t"	"g"	0.15	5e-05	"-"
"118"	"b"	0.582706766917293	0.232142857142857	"u"	"g"	"k"	"v"	0.220701754385965	"t"	"t"	0.223880597014925	"f"	"g"	0	0.11202	"+"
"119"	"b"	0.662857142857143	0.251428571428571	"u"	"g"	"m"	"v"	0.491228070175439	"t"	"t"	0.0895522388059701	"t"	"g"	0.18	0.01332	"+"
"120"	"a"	0.105263157894737	0.369107142857143	"u"	"g"	"cc"	"h"	0.0117543859649123	"t"	"t"	0.0149253731343284	"t"	"g"	0.04	5e-04	"+"
"121"	"b"	0.393533834586466	0.221785714285714	"u"	"g"	"q"	"v"	0.00140350877192982	"t"	"t"	0.0149253731343284	"f"	"g"	0.1	0.003	"+"
"122"	"b"	0.179248120300752	0.446428571428571	"u"	"g"	"cc"	"v"	0.0424561403508772	"t"	"t"	1	"t"	"g"	0.07	0.00258	"+"
"123"	"a"	0.165413533834586	0.446428571428571	"u"	"g"	"aa"	"v"	0.0526315789473684	"t"	"t"	0.17910447761194	"t"	"g"	0.06	0.00567	"+"
"124"	"a"	0.457443609022556	0.238035714285714	"u"	"g"	"q"	"v"	0.258771929824561	"t"	"t"	0.0447761194029851	"t"	"g"	0	0	"+"
"125"	"a"	0.146616541353383	0.321428571428571	"u"	"g"	"q"	"v"	0.298245614035088	"t"	"t"	0.0746268656716418	"t"	"g"	0.06	0	"+"
"126"	"b"	0.318345864661654	0.178571428571429	"u"	"g"	"x"	"h"	0.263157894736842	"t"	"t"	0.0895522388059701	"t"	"g"	0	0.01	"+"
"127"	"b"	0.510075187969925	0.0892857142857143	"u"	"g"	"m"	"bb"	0.087719298245614	"t"	"t"	0.17910447761194	"t"	"g"	0.205	0.0251	"+"
"128"	"b"	0.135338345864662	0.392857142857143	"u"	"g"	"q"	"v"	0.087719298245614	"t"	"t"	0.104477611940299	"t"	"g"	0.05	0.00809	"+"
"129"	"b"	0.310827067669173	0.151785714285714	"u"	"g"	"i"	"bb"	0.114035087719298	"t"	"t"	0.0298507462686567	"f"	"g"	0.137	0.0061	"+"
"130"	"a"	0.220601503759399	0.125	"u"	"g"	"w"	"v"	0.0292982456140351	"t"	"f"	0	"f"	"s"	0.14	0	"+"
"131"	"b"	0.81203007518797	0.196428571428571	"u"	"g"	"e"	"z"	0.456140350877193	"t"	"t"	0.0149253731343284	"t"	"g"	0	0	"+"
"132"	"b"	0.100300751879699	0.0655357142857143	"u"	"g"	"c"	"v"	0.0789473684210526	"t"	"t"	0.0149253731343284	"f"	"g"	0.05	0.0015	"+"
"133"	"a"	0.506315789473684	0.285714285714286	"u"	"g"	"e"	"bb"	0.228070175438596	"t"	"t"	0.0895522388059701	"f"	"g"	0.1875	0.511	"+"
"134"	"b"	0.338345864661654	0.178571428571429	"u"	"g"	"c"	"bb"	0.087719298245614	"t"	"t"	0.0895522388059701	"f"	"g"	0	0.00367	"+"
"135"	"b"	0.284511278195489	0.196428571428571	"u"	"g"	"q"	"h"	0.192982456140351	"t"	"t"	0.17910447761194	"t"	"g"	0.204	0.01	"+"
"136"	"b"	0.523759398496241	0.232142857142857	"u"	"g"	"q"	"h"	0.210526315789474	"t"	"f"	0	"t"	"g"	0.175	0	"+"
"137"	"b"	0.393533834586466	0.0192857142857143	"y"	"p"	"aa"	"v"	0.0175438596491228	"t"	"t"	0.0447761194029851	"f"	"g"	0.1	0.01	"+"
"138"	"b"	0.298195488721804	0.0982142857142857	"u"	"g"	"m"	"v"	0.149122807017544	"t"	"t"	0.0895522388059701	"f"	"g"	0.102	0	"+"
"139"	"a"	0.076390977443609	0.339285714285714	"u"	"g"	"w"	"v"	0.0570175438596491	"t"	"t"	0.0895522388059701	"t"	"g"	0.02	0.006	"+"
"140"	"a"	0.198045112781955	0.482142857142857	"u"	"g"	"q"	"h"	0.175438596491228	"t"	"t"	0.0298507462686567	"f"	"g"	0	0.05	"+"
"141"	"a"	0.263157894736842	0.133928571428571	"u"	"g"	"cc"	"h"	0.0219298245614035	"t"	"t"	0.134328358208955	"t"	"g"	0.0905	0	"+"
"142"	"a"	0.642857142857143	0.571428571428571	"u"	"g"	"j"	"ff"	0	"t"	"t"	0.223880597014925	"f"	"g"	0	0.00247	"+"
"143"	"b"	0.43984962406015	0.0103571428571429	"y"	"p"	"cc"	"h"	0.0614035087719298	"t"	"t"	0.119402985074627	"f"	"g"	0.05	0.00375	"+"
"144"	"b"	0.129022556390977	0.392857142857143	"u"	"g"	"w"	"v"	0.0701754385964912	"t"	"t"	0.0149253731343284	"f"	"g"	0.04	0.00278	"+"
"145"	"b"	0.203007518796992	0.0594642857142857	"u"	"g"	"cc"	"h"	0.178421052631579	"t"	"t"	0.134328358208955	"f"	"g"	0.1995	0.00827	"+"
"146"	"b"	0.286917293233083	0.0892857142857143	"u"	"g"	"cc"	"h"	0.0964912280701754	"t"	"t"	0.0895522388059701	"f"	"g"	0.08	0.02072	"+"
"147"	"b"	0.142857142857143	0.0535714285714286	"u"	"g"	"q"	"v"	0.0833333333333333	"t"	"t"	0.0447761194029851	"t"	"g"	0	0.00582	"+"
"148"	"a"	0.399699248120301	0.269285714285714	"y"	"p"	"q"	"h"	0.280701754385965	"t"	"t"	0.208955223880597	"f"	"g"	0	0.023	"+"
"149"	"a"	0.25187969924812	0.232142857142857	"u"	"g"	"c"	"bb"	0.140350877192982	"t"	"t"	0.104477611940299	"t"	"g"	0	0.03065	"+"
"150"	"a"	0.587669172932331	0.535714285714286	"u"	"g"	"c"	"v"	0.192982456140351	"t"	"t"	0.208955223880597	"f"	"g"	0	0.022	"+"
"151"	"a"	0.495037593984962	0.0164285714285714	"u"	"g"	"cc"	"h"	0.0145614035087719	"t"	"t"	0.164179104477612	"t"	"g"	0.22	6e-05	"+"
"152"	"a"	0.670375939849624	0.357142857142857	"u"	"g"	"q"	"v"	0.140350877192982	"t"	"t"	0.208955223880597	"f"	"g"	0	0.01602	"+"
"153"	"b"	0.354586466165414	0.232142857142857	"u"	"g"	"m"	"h"	0.149122807017544	"t"	"t"	0.17910447761194	"t"	"g"	0.0465	0	"+"
"154"	"b"	0.140300751879699	0.0892857142857143	"u"	"g"	"c"	"v"	0.0380701754385965	"t"	"t"	0.164179104477612	"t"	"g"	0.03	0.02184	"+"
"155"	"b"	0.285714285714286	0.0535714285714286	"u"	"g"	"cc"	"h"	0.192982456140351	"t"	"t"	0.0447761194029851	"t"	"g"	0	0	"+"
"156"	"a"	0.119097744360902	0.410714285714286	"y"	"p"	"j"	"j"	0	"t"	"t"	0.164179104477612	"t"	"g"	0	0	"+"
"157"	"a"	0.221804511278195	0.108571428571429	"y"	"p"	"x"	"h"	0.0891228070175439	"t"	"t"	0.0149253731343284	"f"	"g"	0.035	0	"+"
"158"	"a"	0.825864661654135	0.535714285714286	"u"	"g"	"e"	"z"	0	"t"	"t"	0.208955223880597	"f"	"g"	0	0.03376	"+"
"159"	"b"	0.214285714285714	0.0714285714285714	"u"	"g"	"k"	"h"	0.146140350877193	"t"	"t"	0.0298507462686567	"t"	"g"	0.0905	0	"+"
"160"	"b"	0.305714285714286	0.00285714285714286	"y"	"p"	"m"	"bb"	0.00140350877192982	"t"	"t"	0.0149253731343284	"t"	"g"	0.14	0.02	"+"
"161"	"b"	0.209323308270677	0.0714285714285714	"u"	"g"	"x"	"h"	0.0350877192982456	"t"	"t"	0.0597014925373134	"f"	"g"	0.07	0.07544	"+"
"162"	"b"	0.454887218045113	0.0714285714285714	"u"	"g"	"m"	"v"	0.0614035087719298	"t"	"t"	0.0298507462686567	"t"	"g"	0	0.00015	"+"
"163"	"b"	0.170375939849624	0.0610714285714286	"u"	"g"	"x"	"v"	0.0584210526315789	"t"	"t"	0.0149253731343284	"t"	"g"	0.1975	2e-04	"+"
"164"	"b"	0.274436090225564	0.0625	"y"	"p"	"e"	"h"	0.00140350877192982	"t"	"f"	0	"t"	"g"	0.1965	0	"+"
"165"	"a"	0.704210526315789	0.589285714285714	"u"	"g"	"q"	"v"	0.385964912280702	"t"	"f"	0	"t"	"g"	0.0105	0.10561	"+"
"166"	"a"	0.407218045112782	0.357142857142857	"u"	"g"	"q"	"h"	0.0614035087719298	"t"	"f"	0	"f"	"g"	0.0145	0.00837	"+"
"167"	"b"	0.0839097744360902	0.339285714285714	"u"	"g"	"q"	"v"	0.0350877192982456	"t"	"f"	0	"t"	"g"	0.03	0.004	"+"
"168"	"a"	0.279398496240601	0.0192857142857143	"u"	"g"	"cc"	"v"	0.00140350877192982	"t"	"f"	0	"f"	"g"	0.22	0.11177	"+"
"169"	"b"	0.344661654135338	0.116071428571429	"u"	"g"	"q"	"h"	0.315789473684211	"t"	"f"	0	"t"	"g"	0.051	0.00639	"+"
